Site,Transect Number,Date,Time,Meter,Point,Substrate,Living cover,Genus,Species,Quadrat Notes,Transect notes 
9,11,#####,7:45,8,6,rk,ta,,,,
9,11,#####,7:45,8,7,rk,ta,,,,
9,11,#####,7:45,8,8,rk,ta,,,,
9,11,#####,7:45,8,9,rk,ta,,,,
9,11,#####,7:45,8,10,rk,ta,,,,
9,11,#####,7:45,8,11,rk,ta,,,,
9,11,#####,7:45,8,12,rk,ta,,,,
9,11,#####,7:45,8,13,rk,ta,,,,
9,11,#####,7:45,8,14,rk,ta,,,,
9,11,#####,7:45,8,15,rk,ta,,,,
9,11,#####,7:45,8,16,rk,ta,,,,
9,11,#####,7:45,10,1,rk,ca,,,,
9,11,#####,7:45,10,2,rk,ca,,,,
9,11,#####,7:45,10,3,rk,ns,pa,uc,"palythoa, zoanthid coral",
9,11,#####,7:45,10,4,rk,ns,pa,uc,,
9,11,#####,7:45,10,5,rb,ta,,,,
9,11,#####,7:45,10,6,rb,ta,,,,
9,11,#####,7:45,10,7,rb,ta,,,,
9,11,#####,7:45,10,8,rb,ta,,,,
9,11,#####,7:45,10,9,rb,ta,,,,
9,11,#####,7:45,10,10,rb,ta,,,,
9,11,#####,7:45,10,11,rb,ta,,,,
9,11,#####,7:45,10,12,rb,ta,,,,
9,11,#####,7:45,10,13,rb,ta,,,,
9,11,#####,7:45,10,14,rb,ta,,,,
9,11,#####,7:45,10,15,rb,ta,,,,
9,11,#####,7:45,10,16,rb,ta,,,,
9,70-T,#####,7:29,0,1,rb,no,,,,
9,70-T,#####,7:29,0,2,rb,no,,,,
9,70-T,#####,7:29,0,3,rb,no,,,,
9,70-T,#####,7:29,0,4,rb,no,,,,
9,70-T,#####,7:29,0,5,rb,no,,,,
9,70-T,#####,7:29,0,6,rb,no,,,,
9,70-T,#####,7:29,0,7,rb,no,,,,
9,70-T,#####,7:29,0,8,rb,no,,,,
9,70-T,#####,7:29,0,9,rb,no,,,,
9,70-T,#####,7:29,0,10,rb,no,,,,
9,70-T,#####,7:29,0,11,rk,no,,,,
9,70-T,#####,7:29,0,12,rk,no,,,,
9,70-T,#####,7:29,0,13,rb,no,,,,
9,70-T,#####,7:29,0,14,rb,no,,,,
9,70-T,#####,7:29,0,15,rk,no,,,,
9,70-T,#####,7:29,0,16,rk,no,,,,
9,70-T,#####,7:29,2,1,rk,no,,,,
9,70-T,#####,7:29,2,2,rk,no,,,,
9,70-T,#####,7:29,2,3,rk,no,,,,
9,70-T,#####,7:29,2,4,rk,no,,,,
9,70-T,#####,7:29,2,5,rk,no,,,,
9,70-T,#####,7:29,2,6,rk,no,,,,
9,70-T,#####,7:29,2,7,rk,no,,,,
9,70-T,#####,7:29,2,8,rk,no,,,,
9,70-T,#####,7:29,2,9,rk,no,,,,
9,70-T,#####,7:29,2,10,rk,no,,,,
9,70-T,#####,7:29,2,11,rk,no,,,,
9,70-T,#####,7:29,2,12,rk,no,,,,
9,70-T,#####,7:29,2,13,rb,no,,,,
9,70-T,#####,7:29,2,14,rb,no,,,,
9,70-T,#####,7:29,2,15,rk,no,,,,
9,70-T,#####,7:29,2,16,rk,no,,,,
9,70-T,#####,7:29,4,1,rk,no,,,,
9,70-T,#####,7:29,4,2,rk,no,,,,
9,70-T,#####,7:29,4,3,rk,no,,,,
9,70-T,#####,7:29,4,4,rk,no,,,,
9,70-T,#####,7:29,4,5,rk,no,,,,
9,70-T,#####,7:29,4,6,rk,no,,,,
9,70-T,#####,7:29,4,7,rk,no,,,,
9,70-T,#####,7:29,4,8,rk,no,,,,
9,70-T,#####,7:29,4,9,rk,no,,,,
9,70-T,#####,7:29,4,10,rk,no,,,,
9,70-T,#####,7:29,4,11,rb,no,,,,
9,70-T,#####,7:29,4,12,rb,no,,,,
9,70-T,#####,7:29,4,13,rb,no,,,,
9,70-T,#####,7:29,4,14,rk,no,,,,
9,70-T,#####,7:29,4,15,rk,no,,,,
9,70-T,#####,7:29,4,16,rk,no,,,,
9,70-T,#####,7:29,6,1,rk,ca,,,,
9,70-T,#####,7:29,6,2,rk,ca,,,,
9,70-T,#####,7:29,6,3,rk,ca,,,,
9,70-T,#####,7:29,6,4,rk,no,,,,
9,70-T,#####,7:29,6,5,rk,no,,,,
9,70-T,#####,7:29,6,6,rk,no,,,,
9,70-T,#####,7:29,6,7,rk,ca,,,,
9,70-T,#####,7:29,6,8,rk,ca,,,,
9,70-T,#####,7:29,6,9,rk,ca,,,,
9,70-T,#####,7:29,6,10,rk,ta,,,,
9,70-T,#####,7:29,6,11,rk,ca,,,,
9,70-T,#####,7:29,6,12,rk,ta,,,,
9,70-T,#####,7:29,6,13,rk,ta,,,,
9,70-T,#####,7:29,6,14,rk,ta,,,,
9,70-T,#####,7:29,6,15,rk,ta,,,,
9,70-T,#####,7:29,6,16,rk,ca,,,,
9,70-T,#####,7:29,8,1,rk,ta,,,,
9,70-T,#####,7:29,8,2,rk,ta,,,,
9,70-T,#####,7:29,8,3,rk,ta,,,,
9,70-T,#####,7:29,8,4,rk,ca,,,,
9,70-T,#####,7:29,8,5,rk,ta,,,,
9,70-T,#####,7:29,8,6,rk,ta,,,,
9,70-T,#####,7:29,8,7,rk,ta,,,,
9,70-T,#####,7:29,8,8,rk,ta,,,,
9,70-T,#####,7:29,8,9,rk,ta,,,,
9,70-T,#####,7:29,8,10,rk,ta,,,,
9,70-T,#####,7:29,8,11,rk,ta,,,,
9,70-T,#####,7:29,8,12,rk,ta,,,,
9,70-T,#####,7:29,8,13,rk,ca,,,,
9,70-T,#####,7:29,8,14,rk,ta,,,,
9,70-T,#####,7:29,8,15,rk,ta,,,,
9,70-T,#####,7:29,8,16,rk,ta,,,,
9,70-T,#####,7:29,10,1,rk,ta,,,,
9,70-T,#####,7:29,10,2,rb,ta,,,,
9,70-T,#####,7:29,10,3,rb,ta,,,,
9,70-T,#####,7:29,10,4,rb,ta,,,,
9,70-T,#####,7:29,10,5,rk,ta,,,,
9,70-T,#####,7:29,10,6,rb,ta,,,,
9,70-T,#####,7:29,10,7,rb,ta,,,,
9,70-T,#####,7:29,10,8,rb,ta,,,,
9,70-T,#####,7:29,10,9,rb,ta,,,,
9,70-T,#####,7:29,10,10,rb,ta,,,,
9,70-T,#####,7:29,10,11,rk,ta,,,,
9,70-T,#####,7:29,10,12,rk,ta,,,,
9,70-T,#####,7:29,10,13,rk,ta,,,,
9,70-T,#####,7:29,10,14,rk,ta,,,,
9,70-T,#####,7:29,10,15,rk,ta,,,,
9,70-T,#####,7:29,10,16,rk,ta,,,,
9,45,#####,7:00,0,1,rk,ca,,,,
9,45,#####,7:00,0,2,rk,ca,,,,
9,45,#####,7:00,0,3,rk,ca,,,,
9,45,#####,7:00,0,4,rk,ca,,,,
9,45,#####,7:00,0,5,rb,ca,,,,
9,45,#####,7:00,0,6,rb,ca,,,,
9,45,#####,7:00,0,7,rk,ca,,,,
9,45,#####,7:00,0,8,rk,ca,,,,
9,45,#####,7:00,0,9,rb,ca,,,,
9,45,#####,7:00,0,10,rb,ca,,,,
9,45,#####,7:00,0,11,rk,ca,,,,
9,45,#####,7:00,0,12,rk,ca,,,,
9,45,#####,7:00,0,13,rb,ca,,,,
9,45,#####,7:00,0,14,rb,ca,,,,
9,45,#####,7:00,0,15,rk,ca,,,,
9,45,#####,7:00,0,16,rk,ca,,,,
9,45,#####,7:00,2,1,rk,ca,,,,
9,45,#####,7:00,2,2,rk,ca,,,,
9,45,#####,7:00,2,3,rk,ca,,,,
9,45,#####,7:00,2,4,rb,ca,,,,
9,45,#####,7:00,2,5,rk,ca,,,,
9,45,#####,7:00,2,6,rb,ca,,,,
9,45,#####,7:00,2,7,rb,ca,,,,
9,45,#####,7:00,2,8,rb,ca,,,,
9,45,#####,7:00,2,9,rk,nm,tr,g,tripneustes gratilla,
9,45,#####,7:00,2,10,rk,ca,,,,
9,45,#####,7:00,2,11,rk,ca,,,,
9,45,#####,7:00,2,12,rk,ca,,,,
9,45,#####,7:00,2,13,rk,ca,,,,
9,45,#####,7:00,2,14,rk,ca,,,,
9,45,#####,7:00,2,15,rk,ca,,,,
9,45,#####,7:00,2,16,rk,ca,,,,
9,45,#####,7:00,4,1,rk,ca,,,,
9,45,#####,7:00,4,2,rk,ca,,,,
9,45,#####,7:00,4,3,rk,ca,,,,
9,45,#####,7:00,4,4,rk,ca,,,,
9,45,#####,7:00,4,5,rk,ca,,,,
9,45,#####,7:00,4,6,rk,ca,,,,
9,45,#####,7:00,4,7,rk,ca,,,,
9,45,#####,7:00,4,8,rk,ca,,,,
9,45,#####,7:00,4,9,rk,ca,,,,
9,45,#####,7:00,4,10,rk,ca,,,,
9,45,#####,7:00,4,11,rk,ca,,,,
9,45,#####,7:00,4,12,rb,ca,,,,
9,45,#####,7:00,4,13,rk,ca,,,,
9,45,#####,7:00,4,14,rk,ca,,,,
9,45,#####,7:00,4,15,rk,ca,,,,
9,45,#####,7:00,4,16,rk,nm,tr,g,,
9,45,#####,7:00,6,1,rk,ca,,,,
9,45,#####,7:00,6,2,rk,ca,,,,
9,45,#####,7:00,6,3,rk,ca,,,,
9,45,#####,7:00,6,4,rk,ca,,,,
9,45,#####,7:00,6,5,rk,ca,,,,
9,45,#####,7:00,6,6,rk,ca,,,,
9,45,#####,7:00,6,7,rk,ca,,,,
9,45,#####,7:00,6,8,rb,ca,,,,
9,45,#####,7:00,6,9,rk,ca,,,,
9,45,#####,7:00,6,10,rk,ca,,,,
9,45,#####,7:00,6,11,rk,ca,,,,
9,45,#####,7:00,6,12,rk,ca,,,,
9,45,#####,7:00,6,13,rk,ca,,,,
9,45,#####,7:00,6,14,rk,ca,,,,
9,45,#####,7:00,6,15,rk,ca,,,,
9,45,#####,7:00,6,16,rk,ca,,,,
9,45,#####,7:00,8,1,rk,ca,,,,
9,45,#####,7:00,8,2,rk,ca,,,,
9,45,#####,7:00,8,3,rk,ca,,,,
9,45,#####,7:00,8,4,rk,ca,,,,
9,45,#####,7:00,8,5,rk,ca,,,,
9,45,#####,7:00,8,6,rk,ca,,,,
9,45,#####,7:00,8,7,rk,ca,,,,
9,45,#####,7:00,8,8,rk,ca,,,,
9,45,#####,7:00,8,9,rk,ca,,,,
9,45,#####,7:00,8,10,rk,ca,,,,
9,45,#####,7:00,8,11,rk,ca,,,,
9,45,#####,7:00,8,12,rk,ca,,,,
9,45,#####,7:00,8,13,rk,ca,,,,
9,45,#####,7:00,8,14,rk,ca,,,,
9,45,#####,7:00,8,15,rk,ca,,,,
9,45,#####,7:00,8,16,rk,ca,,,,
9,45,#####,7:00,10,1,rk,ca,,,,
9,45,#####,7:00,10,2,rk,ca,,,,
9,45,#####,7:00,10,3,rk,ca,,,,
9,45,#####,7:00,10,4,rk,ca,,,,
9,45,#####,7:00,10,5,rk,ca,,,,
9,45,#####,7:00,10,6,rk,ca,,,,
9,45,#####,7:00,10,7,rk,ca,,,,
9,45,#####,7:00,10,8,rk,ca,,,,
9,45,#####,7:00,10,9,rk,nm,,,,
9,45,#####,7:00,10,10,rk,ca,,,,
9,45,#####,7:00,10,11,rk,ca,,,,
9,45,#####,7:00,10,12,rk,ca,,,,
9,45,#####,7:00,10,13,rk,ca,,,,
9,45,#####,7:00,10,14,rk,ca,,,,
9,45,#####,7:00,10,15,rk,ca,,,,
9,45,#####,7:00,10,16,rk,ca,,,,
9,43,#####,6:30,0,1,rk,nm,tr,g,,"Manini, moorish idol, racoon butterfly, solid collector urchins, pencil urchins, wraasses, big urchins, 2 tobys, visual groundwater with blur"
9,43,#####,6:30,0,2,rk,nm,tr,g,,
9,43,#####,6:30,0,3,rk,ca,,,,
9,43,#####,6:30,0,4,rk,ca,,,,
9,43,#####,6:30,0,5,rk,ca,,,,
9,43,#####,6:30,0,6,rk,ca,,,,
9,43,#####,6:30,0,7,rk,ca,,,,
9,43,#####,6:30,0,8,rk,ca,,,,
9,43,#####,6:30,0,9,rk,ca,,,,
9,43,#####,6:30,0,10,rk,ca,,,,
9,43,#####,6:30,0,11,rk,ca,,,,
9,43,#####,6:30,0,12,rk,nm,,,,
9,43,#####,6:30,0,13,rk,ca,,,,
9,43,#####,6:30,0,14,rk,ca,,,,
9,43,#####,6:30,0,15,rk,ca,,,,
9,43,#####,6:30,0,16,rk,ca,,,,
9,43,#####,6:30,2,1,rk,ca,,,,
9,43,#####,6:30,2,2,rk,nm,tr,g,,
9,43,#####,6:30,2,3,rk,ca,,,,
9,43,#####,6:30,2,4,rk,ca,,,,
9,43,#####,6:30,2,5,rk,ca,,,,
9,43,#####,6:30,2,6,rk,ca,,,,
9,43,#####,6:30,2,7,rk,ca,,,,
9,43,#####,6:30,2,8,rk,ca,,,,
9,43,#####,6:30,2,9,rk,ca,,,,
9,43,#####,6:30,2,10,rk,ca,,,,
9,43,#####,6:30,2,11,rk,ca,,,,
9,43,#####,6:30,2,12,rk,ca,,,,
9,43,#####,6:30,2,13,rk,ca,,,,
9,43,#####,6:30,2,14,rk,ca,,,,
9,43,#####,6:30,2,15,rk,ca,,,,
9,43,#####,6:30,2,16,rk,ca,,,,
9,43,#####,6:30,4,1,rk,nm,tr,g,,
9,43,#####,6:30,4,2,rk,ca,,,,
9,43,#####,6:30,4,3,rk,ca,,,,
9,43,#####,6:30,4,4,rk,ca,,,,
9,43,#####,6:30,4,5,rk,ca,,,,
9,43,#####,6:30,4,6,rk,ca,,,,
9,43,#####,6:30,4,7,rk,ca,,,,
9,43,#####,6:30,4,8,rk,ca,,,,
9,43,#####,6:30,4,9,rk,ca,,,,
9,43,#####,6:30,4,10,rk,ca,,,,
9,43,#####,6:30,4,11,rk,nm,tr,g,,
9,43,#####,6:30,4,12,rk,ca,,,,
9,43,#####,6:30,4,13,rk,ca,,,,
9,43,#####,6:30,4,14,rk,ca,,,,
9,43,#####,6:30,4,15,rk,ca,,,,
9,43,#####,6:30,4,16,rk,nm,tr,g,,
9,43,#####,6:30,6,1,rb,no,,,,
9,43,#####,6:30,6,2,rb,no,,,,
9,43,#####,6:30,6,3,rb,nm,tr,g,,
9,43,#####,6:30,6,4,rb,no,,,,
9,43,#####,6:30,6,5,rk,no,,,,
9,43,#####,6:30,6,6,rk,no,,,,
9,43,#####,6:30,6,7,rb,no,,,,
9,43,#####,6:30,6,8,rb,nm,tr,g,,
9,43,#####,6:30,6,9,rk,no,,,,
9,43,#####,6:30,6,10,rk,no,,,,
9,43,#####,6:30,6,11,rk,no,,,,
9,43,#####,6:30,6,12,rk,no,,,,
9,43,#####,6:30,6,13,rk,no,,,,
9,43,#####,6:30,6,14,rk,no,,,,
9,43,#####,6:30,6,15,rk,no,,,,
9,43,#####,6:30,6,16,rk,no,,,,
9,43,#####,6:30,8,1,rk,ca,,,,
9,43,#####,6:30,8,2,rk,ca,,,,
9,43,#####,6:30,8,3,rk,ca,,,,
9,43,#####,6:30,8,4,rk,ca,,,,
9,43,#####,6:30,8,5,rk,ca,,,,
9,43,#####,6:30,8,6,rk,ca,,,,
9,43,#####,6:30,8,7,rk,ca,,,,
9,43,#####,6:30,8,8,rk,ca,,,,
9,43,#####,6:30,8,9,rk,ca,,,,
9,43,#####,6:30,8,10,rk,nm,tr,g,,
9,43,#####,6:30,8,11,rb,ca,,,,
9,43,#####,6:30,8,12,rb,ca,,,,
9,43,#####,6:30,8,13,rb,ca,,,,
9,43,#####,6:30,8,14,rb,ca,,,,
9,43,#####,6:30,8,15,rb,ca,,,,
9,43,#####,6:30,8,16,rb,ca,,,,
9,43,#####,6:30,10,1,rk,ca,,,,
9,43,#####,6:30,10,2,rk,ca,,,,
9,43,#####,6:30,10,3,rk,ca,,,,
9,43,#####,6:30,10,4,rk,ca,,,,
9,43,#####,6:30,10,5,rb,no,,,,
9,43,#####,6:30,10,6,rb,no,,,,
9,43,#####,6:30,10,7,rk,ca,,,,
9,43,#####,6:30,10,8,rk,ca,,,,
9,43,#####,6:30,10,9,rb,no,,,,
9,43,#####,6:30,10,10,rb,no,,,,
9,43,#####,6:30,10,11,rk,ca,,,,
9,43,#####,6:30,10,12,rb,no,,,,
9,43,#####,6:30,10,13,rb,no,,,,
9,43,#####,6:30,10,14,rb,no,,,,
9,43,#####,6:30,10,15,rb,no,,,,
9,43,#####,6:30,10,16,rb,no,,,,
9,27T,#####,7:54,0,1,rk,ta,cl,uc,,"Original 27 was ~3m deep, all sand. "
9,27T,#####,7:54,0,2,rk,ca,,,,
9,27T,#####,7:54,0,3,rk,ta,cl,uc,,
9,27T,#####,7:54,0,4,rk,ca,,,,
9,27T,#####,7:54,0,5,rk,ca,,,,
9,27T,#####,7:54,0,6,rk,ta,cl,uc,,
9,27T,#####,7:54,0,7,s,no,,,,
9,27T,#####,7:54,0,8,s,no,,,,
9,27T,#####,7:54,0,9,s,no,,,,
9,27T,#####,7:54,0,10,s,no,,,,
9,27T,#####,7:54,0,11,s,no,,,,
9,27T,#####,7:54,0,12,s,no,,,,
9,27T,#####,7:54,0,13,s,no,,,,
9,27T,#####,7:54,0,14,s,no,,,,
9,27T,#####,7:54,0,15,s,no,,,,
9,27T,#####,7:54,0,16,s,no,,,,
9,27T,#####,7:54,2,1,s,no,,,,
9,27T,#####,7:54,2,2,rb,no,,,,
9,27T,#####,7:54,2,3,rk,ta,cl,uc,,
9,27T,#####,7:54,2,4,rk,ta,cl,uc,,
9,27T,#####,7:54,2,5,rb,no,,,,
9,27T,#####,7:54,2,6,rb,no,,,,
9,27T,#####,7:54,2,7,rb,no,,,,
9,27T,#####,7:54,2,8,rb,ta,cl,uc,,
9,27T,#####,7:54,2,9,s,no,,,,
9,27T,#####,7:54,2,10,s,no,,,,
9,27T,#####,7:54,2,11,rk,ta,cl,uc,,
9,27T,#####,7:54,2,12,rb,no,,,,
9,27T,#####,7:54,2,13,rk,ta,cl,uc,,
9,27T,#####,7:54,2,14,rk,no,,,,
9,27T,#####,7:54,2,15,rk,no,,,,
9,27T,#####,7:54,2,16,rb,no,,,,
9,27T,#####,7:54,4,1,bo,ta,cl,uc,boulders,
9,27T,#####,7:54,4,2,bo,ta,cl,uc,,
9,27T,#####,7:54,4,3,bo,no,,,,
9,27T,#####,7:54,4,4,bo,no,,,,
9,27T,#####,7:54,4,5,bo,no,,,,
9,27T,#####,7:54,4,6,bo,no,,,,
9,27T,#####,7:54,4,7,bo,no,,,,
9,27T,#####,7:54,4,8,bo,ta,cl,uc,,
9,27T,#####,7:54,4,9,bo,no,,,,
9,27T,#####,7:54,4,10,bo,no,,,,
9,27T,#####,7:54,4,11,bo,no,,,,
9,27T,#####,7:54,4,12,bo,no,,,,
9,27T,#####,7:54,4,13,bo,ta,cl,uc,,
9,27T,#####,7:54,4,14,bo,ta,cl,uc,,
9,27T,#####,7:54,4,15,bo,ta,cl,uc,,
9,27T,#####,7:54,4,16,bo,ta,cl,uc,,
9,27T,#####,7:54,6,1,rk,ta,cl,uc,,
9,27T,#####,7:54,6,2,rk,ta,cl,uc,,
9,27T,#####,7:54,6,3,rk,ta,cl,uc,,
9,27T,#####,7:54,6,4,rk,ta,cl,uc,,
9,27T,#####,7:54,6,5,rk,ta,cl,uc,,
9,27T,#####,7:54,6,6,rk,ta,cl,uc,,
9,27T,#####,7:54,6,7,rk,ta,cl,uc,,
9,27T,#####,7:54,6,8,rk,ta,cl,uc,,
9,27T,#####,7:54,6,9,rk,ta,cl,uc,,
9,27T,#####,7:54,6,10,rk,ta,cl,uc,,
9,27T,#####,7:54,6,11,rk,ta,cl,uc,,
9,27T,#####,7:54,6,12,rb,no,,,,
9,27T,#####,7:54,6,13,rk,ta,cl,uc,,
9,27T,#####,7:54,6,14,rk,ta,cl,uc,,
9,27T,#####,7:54,6,15,rk,ta,cl,uc,,
9,27T,#####,7:54,6,16,rb,no,,,,
9,27T,#####,7:54,8,1,rk,ta,,,,
9,27T,#####,7:54,8,2,rk,ta,,,,
9,27T,#####,7:54,8,3,rk,ta,,,,
9,27T,#####,7:54,8,4,rk,ta,,,,
9,27T,#####,7:54,8,5,rk,ta,,,,
9,27T,#####,7:54,8,6,rk,ta,,,,
9,27T,#####,7:54,8,7,rk,ta,,,,
9,27T,#####,7:54,8,8,rk,ta,,,,
9,27T,#####,7:54,8,9,rk,ta,,,,
9,27T,#####,7:54,8,10,rk,ta,,,,
9,27T,#####,7:54,8,11,rk,ta,,,,
9,27T,#####,7:54,8,12,rk,ta,,,,
9,27T,#####,7:54,8,13,rk,ta,,,,
9,27T,#####,7:54,8,14,rk,ta,,,,
9,27T,#####,7:54,8,15,rk,ta,,,,
9,27T,#####,7:54,8,16,rk,ta,,,,
9,27T,#####,7:54,10,1,rb,no,,,,
9,27T,#####,7:54,10,2,rb,no,,,,
9,27T,#####,7:54,10,3,rb,no,,,,
9,27T,#####,7:54,10,4,rb,no,,,,
9,27T,#####,7:54,10,5,rb,no,,,,
9,27T,#####,7:54,10,6,rb,no,,,,
9,27T,#####,7:54,10,7,rb,no,,,,
9,27T,#####,7:54,10,8,rb,no,,,,
9,27T,#####,7:54,10,9,rb,no,,,,
9,27T,#####,7:54,10,10,rb,no,,,,
9,27T,#####,7:54,10,11,rb,no,,,,
9,27T,#####,7:54,10,12,rb,no,,,,
9,27T,#####,7:54,10,13,rb,no,,,,
9,27T,#####,7:54,10,14,rb,no,,,,
9,27T,#####,7:54,10,15,rb,no,,,,
9,27T,#####,7:54,10,16,rb,no,,,,
9,28T,#####,8:08,0,1,rk,ta,,,red turf,"pupu snails, 5-8mm scattered, opihi ~3-4cm"
9,28T,#####,8:08,0,2,rk,ta,,,,
9,28T,#####,8:08,0,3,rk,ta,,,,
9,28T,#####,8:08,0,4,rk,ta,,,,
9,28T,#####,8:08,0,5,rk,ta,,,,
9,28T,#####,8:08,0,6,rk,ta,,,,
9,28T,#####,8:08,0,7,rk,ta,,,,
9,28T,#####,8:08,0,8,rk,ta,,,,
9,28T,#####,8:08,0,9,rk,ta,,,,
9,28T,#####,8:08,0,10,rk,ta,,,,
9,28T,#####,8:08,0,11,rk,ta,,,,
9,28T,#####,8:08,0,12,rk,ta,,,,
9,28T,#####,8:08,0,13,rk,ta,,,,
9,28T,#####,8:08,0,14,rk,ta,,,,
9,28T,#####,8:08,0,15,rk,ta,,,,
9,28T,#####,8:08,0,16,rk,ta,,,,
9,28T,#####,8:08,2,1,rk,ta,,,"chaetomorpha, both red and green turf",
9,28T,#####,8:08,2,2,rk,ta,,,,
9,28T,#####,8:08,2,3,rk,ta,,,,
9,28T,#####,8:08,2,4,rk,ta,,,,
9,28T,#####,8:08,2,5,rk,ta,,,,
9,28T,#####,8:08,2,6,rk,ta,,,,
9,28T,#####,8:08,2,7,rk,ta,,,,
9,28T,#####,8:08,2,8,rk,ta,,,,
9,28T,#####,8:08,2,9,rk,ta,,,,
9,28T,#####,8:08,2,10,rk,ta,,,,
9,28T,#####,8:08,2,11,rk,ta,,,,
9,28T,#####,8:08,2,12,rk,ta,,,,
9,28T,#####,8:08,2,13,rk,ta,,,,
9,28T,#####,8:08,2,14,rk,ta,,,,
9,28T,#####,8:08,2,15,rk,ta,,,,
9,28T,#####,8:08,2,16,rk,ta,,,,
9,28T,#####,8:08,4,1,rk,ta,,,,
9,28T,#####,8:08,4,2,rk,ta,,,,
9,28T,#####,8:08,4,3,rk,ca,,,,
9,28T,#####,8:08,4,4,rk,ca,,,,
9,28T,#####,8:08,4,5,rk,ta,,,,
9,28T,#####,8:08,4,6,rk,ta,,,,
9,28T,#####,8:08,4,7,rb,ca,,,,
9,28T,#####,8:08,4,8,rb,ca,,,,
9,28T,#####,8:08,4,9,rk,ta,,,,
9,28T,#####,8:08,4,10,rk,ta,,,,
9,28T,#####,8:08,4,11,rb,ca,,,,
9,28T,#####,8:08,4,12,rb,ca,,,,
9,28T,#####,8:08,4,13,rk,ta,,,,
9,28T,#####,8:08,4,14,rk,ta,,,,
9,28T,#####,8:08,4,15,rb,ca,,,,
9,28T,#####,8:08,4,16,rb,ca,,,,
9,28T,#####,8:08,6,1,rk,ta,,,,
9,28T,#####,8:08,6,2,rk,ta,,,,
9,28T,#####,8:08,6,3,rk,ca,,,,
9,28T,#####,8:08,6,4,rk,ta,,,,
9,28T,#####,8:08,6,5,rk,ta,,,,
9,28T,#####,8:08,6,6,rk,ta,,,,
